Active or Inactive Business,Tax Type,Retail Permit Number,Consolidated Number,Name of Business,Address of the Business,State,County Name,Registration County Number,Business Location County Number,Department City Code,City Location of Business,Business Zip Code,NAICS code,Description of type of NAICS code,Date Permit was Issued,Date Permit was Cancelled
Active,Retail Sales,139005936,,GUTHRIE WELDING & REPAIR INC,106 INDUSTRIAL RD,IA,Guthrie,39.0,39,1.0,GUTHRIE CENTER,50115-0000,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main,2004-01-01T00:00:00.000,
Inactive,Retail Sales,118006965,,"CEDAR, LANCE; LANCE CEDAR WOODWORKING",1747 490TH ST,IA,Cherokee,18.0,18,1.0,CHEROKEE,51012-7246,459120.0,"Hobby, Toy, and Game Retailers",2012-03-01T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Retail Sales,S00180252,S00180252,SMARTY LLC,3214 N UNIVERSITY AVE,UT,,0.0,0,,PROVO,84604-4405,518210.0,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2020-08-04T00:00:00.000,2020-08-04T00:00:00.000
Active,Retail Sales,197036818,,"PREUL, KIARA L; KIARAS CHOP SHOP",811 E FRONTAGE RD LOT 21,IA,Woodbury,97.0,97,2.0,MOVILLE,51039-0000,4539.0,Other Miscellaneous Store Retailers,2013-10-08T00:00:00.000,
Active,Retail Sales,152023876,,HELLWIG ELECTRIC LLC,3018 E WASHINGTON ST,IA,Johnson,52.0,52,1.0,IOWA CITY,52245-3827,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2013-04-01T00:00:00.000,
Active,Retail Sales,130010113,,"ALZHEIMER, CONNIE M; MILKWEED AVIATION LLC",2690 15TH ST,IA,Dickinson,30.0,30,2.0,SPIRIT LAKE,51360-2112,6116.0,Other Schools and Instruction,2020-07-20T00:00:00.000,
Active,Retail Sales,306205728,306205728,MTB ACQUISITION LLC,422 S MAIN ST UNIT 2102,IL,,0.0,0,,LOMBARD,60148-2600,459110.0,Sporting Goods Retailers,2025-04-01T00:00:00.000,
Active,Retail Sales,195004973,,"MATHIASEN, SCOTT N; BRANCH OFFICE",35560A 180TH AVE,IA,Winnebago,95.0,95,1.0,FOREST CITY,50436-7492,459310.0,Florists,2001-05-15T00:00:00.000,
Active,Retail Sales,307103028,307103028,"JOHN & JULIE CLARK, MIDTOWN SELF STORAGE",933 N 4TH ST,IA,Emmet,32.0,32,1.0,ESTHERVILLE,51334-1355,531130.0,Lessors of Miniwarehouses and Self-Storage Units,2025-10-31T00:00:00.000,
Active,Remote Sales,305409513,305409513,"CARDINAL HEALTH 128, LLC",1233 DUBLIN RD,OH,,0.0,0,,COLUMBUS,43215-7000,,,2021-04-01T00:00:00.000,
Active,Retail Sales,S00456098,S00456098,GIGATIRES LLC,101 CONTINENTAL BLVD STE 860,CA,,0.0,0,,EL SEGUNDO,90245-4512,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2025-03-31T00:00:00.000,
Inactive,Retail Sales,660507127,,COUNTY OF LYON,206 S 2ND AVE,IA,Lyon,60.0,60,1.0,ROCK RAPIDS,51246-1538,7211.0,Traveler Accommodation,2002-11-15T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,304503818,304503818,NEW 2 U CONSIGNMENT LLC,502 CENTRAL AVE,IA,Emmet,32.0,32,1.0,ESTHERVILLE,51334-2239,453310.0,Used Merchandise Stores,2014-04-01T00:00:00.000,2022-06-08T00:00:00.000
Active,Retail Sales,177124768,,INTREPID DESIGN,3505 BEAVER AVE APT 32,IA,Polk,77.0,77,1.0,DES MOINES,50310-0000,238990.0,All Other Specialty Trade Contractors,2016-06-01T00:00:00.000,
Inactive,Retail Sales,301207627,301207527,"CASEYS MARKETING COMPANY, CASEY'S MARKETING COMPANY, CASEY'S #4294",200 E JEFFERSON ST,IA,Wayne,77.0,93,1.0,CORYDON,50060-1526,445131.0,Convenience Retailers,2024-02-01T00:00:00.000,2024-03-22T00:00:00.000
Inactive,Retail Sales,309200217,309200117,"MESQUITES LLC; SILVA MORALES, ANTONIO; SILVA, ANTONIO",1 HERITAGE CIRCLE,IA,Tama,64.0,86,3.0,TOLEDO,52342-0000,722513.0,Limited-Service Restaurants,2023-06-01T00:00:00.000,2024-01-05T00:00:00.000
Inactive,Retail Sales,677503998,,"HARWOOD, MARIE; HARWOOD,MARIE",CHARLES SCHWAB & CO 205 SE EASTLAWN,IA,Polk,0.0,77,5.0,ANKENY,50021-0000,,,1998-11-04T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,301302125,301302025,"SCHMIDT, MICHAEL A; PRIMARY",1005 9TH ST SW BLDG HOUSE,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52404-1944,,,2023-01-01T00:00:00.000,
Active,Retail Sales,142005229,,"LUIKEN, MARY JANE; A CUT ABOVE",1225 14TH AVE,IA,Hardin,42.0,42,3.0,ELDORA,50627-1732,8121.0,Personal Care Services,1970-08-27T00:00:00.000,
Active,Retail Sales,300802426,300802426,L&L DELUXE LLC,2407 SE DELAWARE AVE # 1100,IA,Polk,77.0,77,5.0,ANKENY,50021-4470,236118.0,Residential Remodelers,2023-11-01T00:00:00.000,
Active,Retail Sales,308600223,511,"T MOBILE FINANCIAL LLC, T-MOBILE FINANCIAL LLC 12U8",2015 W BROADWAY,IA,Pottawattamie,0.0,78,1.0,COUNCIL BLUFFS,51501-3765,459110.0,Sporting Goods Retailers,2025-11-01T00:00:00.000,
Active,Retail Sales,S00110310,S00110310,CONTAINER & PACKAGING SUPPLY INC,12601 W EXPLORER DR STE 100,ID,,0.0,0,,BOISE,83713-1885,4539.0,Other Miscellaneous Store Retailers,2019-04-01T00:00:00.000,
Active,Retail Sales,309802319,309802319,"COYOTES WRENCH; TEMPLE, MICHAEL",602 KANSAS ST,IA,Page,73.0,73,7.0,COLLEGE SPRINGS,51637,811111.0,General Automotive Repair,2023-08-01T00:00:00.000,
Active,Remote Sales,200169391,200169391,JAMF SOFTWARE LLC,100 WASHINGTON AVE S STE 1100,MN,,0.0,0,,MINNEAPOLIS,55401-2155,,,2015-07-01T00:00:00.000,
Inactive,Remote Sales,200171403,200171403,"BONEFASHION INC, J & R FAN ART",227 ELM ST,NV,,0.0,0,,HENDERSON,89015-5714,,,2016-05-28T00:00:00.000,2019-02-28T00:00:00.000
Active,Retail Sales,S00250825,S00250825,WOOLRICH INC,2 MILL ST,PA,,0.0,0,,WOOLRICH,17779-5000,,,2021-12-22T00:00:00.000,
Active,Remote Sales,200172195,200172195,"MERKURIS, JENNIFER L",18402 W DODGE HILLS PLZ APT,NE,,0.0,0,,ELKHORN,68022-5793,,,2016-10-01T00:00:00.000,
Inactive,Retail Sales,182047358,814,"MATTRESS FIRM INC, MATTRESS FIRM INC 682002",2741 E 53RD ST,IA,Scott,0.0,82,1.0,DAVENPORT,52807-3008,449110.0,Furniture Retailers,2021-12-10T00:00:00.000,2022-02-23T00:00:00.000
Inactive,Retail Sales,177122467,,"STANTON, KEVIN C; KEVIN STANTON PAINTING",1426 18TH ST,IA,Polk,77.0,77,2.0,WEST DES MOINES,50265-1609,4539.0,Other Miscellaneous Store Retailers,2014-12-12T00:00:00.000,2019-12-31T00:00:00.000
Inactive,Remote Sales,200177670,200177670,DAVID & DEETTE K BAILEY,162 EAST AVE FL THIRD,CT,,0.0,0,,NORWALK,06851-5715,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2017-09-26T00:00:00.000,2017-09-26T00:00:00.000
Active,Retail Sales,152024096,,"MILLER, DIANE K; COMMUNITY COUNTRY STORE ANNEX",5697 GABLE AVE SW,IA,,52.0,52,,KALONA,52247-9356,455219.0,All Other General Merchandise Retailers,2014-04-01T00:00:00.000,
Active,Retail Sales,301908027,301907927,"FETZER VINEYARDS INC, VINA CONCHA Y TORO USA, FETZER VINEYARDS",12901 OLD RIVER RD,CA,,0.0,0,,HOPLAND,95449-9813,312130.0,Wineries,2023-07-01T00:00:00.000,
Active,Retail Sales,304601118,304601118,BUSYBEAR LLC,819 3 1/2 AVE NW,MN,,0.0,0,,BYRON,55920-1381,561790.0,Other Services to Buildings and Dwellings,2022-05-01T00:00:00.000,
Inactive,Retail Sales,173008736,,"CHRISTIANSON, SHERI A; SHERIS",504 W SHERIDAN AVE,IA,Page,73.0,73,2.0,SHENANDOAH,51601-1711,7225.0,Restaurants and Other Eating Places,2017-08-02T00:00:00.000,2023-08-31T00:00:00.000
Active,Retail Sales,308803029,308803029,"LAWNGURU; GURU VENTURES, INC",25168 SEELEY RD,MI,,0.0,0,,NOVI,48375-2044,,,2026-01-01T00:00:00.000,
Inactive,Retail Sales,S00263832,S00263832,NOOR MARKETING SOLUTIONS LLC,5208 EDGEWOOD RD,MD,,0.0,0,,COLLEGE PARK,20740,455219.0,All Other General Merchandise Retailers,2022-03-28T00:00:00.000,2023-04-23T00:00:00.000
Inactive,Retail Sales,307805214,307805114,"LA CORONA TACO TRUCK INC, TACO TRUCK",627 ROOSEVELT BLVD,IA,Clarke,20.0,20,1.0,OSCEOLA,50213-1054,722330.0,Mobile Food Services,2023-02-10T00:00:00.000,2023-11-30T00:00:00.000
Inactive,Retail Sales,177101904,,OUT OF THE BOX WEB DESIGNS,3407 SW 33RD ST,IA,Polk,77.0,77,1.0,DES MOINES,50321-1951,5191.0,Other Information Services,2002-07-01T00:00:00.000,2021-10-31T00:00:00.000
Inactive,Retail Sales,685508028,,"MYERS, WILLIAM A; MYERS,WILLIAM A",EES BLD HABOR RD SUITE 110,IA,Story,0.0,85,1.0,AMES,50011-0000,,,2003-09-19T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,305003325,305003325,JEEP LIFESTYLE UNLIMITED,30 KEENELAND CT,IA,Polk,77.0,77,13.0,PLEASANT HILL,50327-1201,,,2025-01-01T00:00:00.000,
Inactive,Consumer Use,930000663,930000663,POLARIS INC & SUBSIDIARIES,2100 HIGHWAY 55,MN,,30.0,30,,MEDINA,55340-9770,4249.0,Miscellaneous Nondurable Goods Merchant Wholesalers,2018-02-01T00:00:00.000,2019-01-01T00:00:00.000
Active,Retail Sales,304706327,304706227,"BEDFORD, JOHN W; BEDFORD",1914 S 11TH ST,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51501-7205,,,2024-11-06T00:00:00.000,
Active,Retail Sales,115005570,,YMCA OF ATLANTIC,1100 MAPLE ST,IA,Cass,15.0,15,1.0,ATLANTIC,50022-2300,7139.0,Other Amusement and Recreation Industries,1983-06-01T00:00:00.000,
Active,Retail Sales,182045897,,"PRICE, RICHARD E; DRAGONS KEEP",1824 W 38TH ST,IA,Scott,82.0,82,1.0,DAVENPORT,52806-5432,458310.0,Jewelry Retailers,2018-07-26T00:00:00.000,
Inactive,Retail Sales,655501307,,"COUNTY OF KOSSUTH, KOSSUTH COUNTY OF",114 W STATE ST,IA,Kossuth,55.0,55,1.0,ALGONA,50511-2648,562.0,Waste Management and Remediation Services,2000-01-19T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,S00323604,S00323604,LUME CUBE INC,3723 GREENVILLE AVE STE 41834,TX,,0.0,0,,DALLAS,75206-5311,449210.0,Electronics and Appliance Retailers,2023-02-28T00:00:00.000,
Active,Retail Sales,164013984,,"CROSSER, JAMI K; JAMIS KREATION",2606 SMITH AVE,IA,Marshall,64.0,64,1.0,MARSHALLTOWN,50158-9583,8121.0,Personal Care Services,2010-04-01T00:00:00.000,
Active,Retail Sales,301109421,301109421,"COOPER, BRIANNA K",219 S VERMONT AVE,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-4243,812112.0,Beauty Salons,2024-01-01T00:00:00.000,
Active,Retail Sales,309900015,309909914,"STYLE FUSION LLC; FELIX, ALEXANDRA",2126 TERRACE PL,IA,Woodbury,0.0,97,1.0,SIOUX CITY,51104-4157,458110.0,Clothing and Clothing Accessories Retailers,2023-07-14T00:00:00.000,
Inactive,Retail Sales,671516959,,"VANDEN HULL, JERRY L; VANDEN HULL,JERRY L",3482 OLIVE AVE,IA,O'Brien,71.0,71,7.0,ARCHER,51231-7529,,,2010-09-13T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,164007192,,"BOLLHOEFER, HAROLD; VERGS GARAGE",PO BOX 69,IA,Marshall,64.0,64,8.0,LAUREL,50141-0069,8111.0,Automotive Repair and Maintenance,1971-10-01T00:00:00.000,2020-03-31T00:00:00.000
Active,Retail Sales,182024456,,ST ANNS CHURCH,16550 290TH ST,IA,Scott,82.0,82,12.0,LONG GROVE,52756-9609,813110.0,Religious Organizations,1983-10-10T00:00:00.000,
Inactive,Retail Sales,680516382,,"RICHARDS, DOYLE E; RICHARDS,DOYLE E",2514 160TH ST,IA,Ringgold,80.0,80,12.0,TINGLEY,50863-8817,,,2010-03-25T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,307404423,307404423,ADAMS HOME FURNISHINGS LLC,516 WASHINGTON AVE,IA,Hardin,42.0,42,1.0,IOWA FALLS,50126-2241,449110.0,Furniture Retailers,2025-10-01T00:00:00.000,
Active,Retail Sales,197037601,,STONE BRU LLC,4243 GORDON DR,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51106-1305,7225.0,Restaurants and Other Eating Places,2016-01-01T00:00:00.000,
Active,Retail Sales,129014819,,"MUSSELMAN CARTER, KORTNEY N; BELLEZZA SALON",2850 MT PLEASANT ST,IA,Des Moines,29.0,29,3.0,WEST BURLINGTON,52655-0000,8121.0,Personal Care Services,2016-01-01T00:00:00.000,
Active,Retail Sales,806865,S00048118,DEJANA TRUCK & UTILITY EQUIPME,80 GRAVEL PIKE,PA,,0.0,0,,RED HILL,18076-1423,3361.0,Motor Vehicle Manufacturing,2013-05-16T00:00:00.000,
Inactive,Retail Sales,161005823,,MOBILE WHEEL REPAIR INC,1931 SUMMERHILL TRL,IA,Madison,61.0,61,1.0,WINTERSET,50273-8148,8111.0,Automotive Repair and Maintenance,2019-05-01T00:00:00.000,2021-06-30T00:00:00.000
Active,Retail Sales,199006190,,INNER-DYNAMIC DESIGN INC,1403 255TH ST,IA,Wright,99.0,99,2.0,EAGLE GROVE,50533-8110,5414.0,Specialized Design Services,1991-07-01T00:00:00.000,
Inactive,Retail Sales,191007799,,"HOUGLAND, SUSAN D; BRUSH STROKES BY DIANE",303 S 1ST ST,IA,Warren,91.0,91,4.0,MILO,50166-1005,4539.0,Other Miscellaneous Store Retailers,1993-11-30T00:00:00.000,2021-12-31T00:00:00.000
Active,Retail Sales,149007812,,ST LAWRENCE CHURCH,17434 BELLVUE-CASCADE RD,IA,Jackson,49.0,49,14.0,ZWINGLE,52079-0000,813110.0,Religious Organizations,2011-08-01T00:00:00.000,
Active,Retail Sales,168003747,,"BRIAN LINDBERG, IOWA SOAP CREEK HUNTING",214 BENTON AVE E,IA,Monroe,68.0,68,1.0,ALBIA,52531-2037,459110.0,Sporting Goods Retailers,2006-10-01T00:00:00.000,
Active,Retail Sales,815136,S00084079,ASOCIAR LLC,2800 E PLANO PKWY STE 400,TX,,0.0,0,,PLANO,75074-0000,3342.0,Communications Equipment Manufacturing,2018-01-26T00:00:00.000,
Inactive,Retail Sales,106009002,,STAMP AG LLC,1596 HWY 21,IA,Benton,6.0,6,1.0,BELLE PLAINE,52208-0000,4539.0,Other Miscellaneous Store Retailers,2014-10-01T00:00:00.000,2022-07-07T00:00:00.000
Active,Retail Sales,157056716,,"SERBOUSEK, LARA N; SERBOUSEK,LARA N",4500 VISTA RD,IA,Linn,57.0,57,14.0,ELY,52227-9608,4539.0,Other Miscellaneous Store Retailers,2015-01-01T00:00:00.000,
Inactive,Retail Sales,115008100,,JDW LEASING INC,405 MAIN ST,IA,Cass,15.0,15,3.0,GRISWOLD,51535-2102,5321.0,Automotive Equipment Rental and Leasing,2017-01-01T00:00:00.000,2018-12-31T00:00:00.000
Active,Retail Sales,100001680,,"AVENTRIC TECHNOLOGIES LLC, HEARTAED",25916 DEQUINDRE RD STE B,MI,,17.0,0,,WARREN,48091-6112,459110.0,Sporting Goods Retailers,2018-10-31T00:00:00.000,
Active,Retail Sales,179007866,,TIMM ELECTRIC INC,2086 400TH AVE,IA,Poweshiek,79.0,79,2.0,BROOKLYN,52211-8705,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2018-07-30T00:00:00.000,
Active,Retail Sales,100005638,,"JOHNSON POWERED SERVICE LLC, JOHNSON POWER SYSTEMS",1851 E MAIN AVE,ND,,82.0,0,,WEST FARGO,58078-0000,3353.0,Electrical Equipment Manufacturing,2019-07-10T00:00:00.000,
Active,Retail Sales,153007502,,"EDWARDS, AUBREY A; EDWARDS,AUBREY A",108 S FORD ST,IA,Jones,53.0,53,1.0,ANAMOSA,52205-1842,8121.0,Personal Care Services,2009-10-16T00:00:00.000,
Active,Retail Sales,309904222,309904222,"CHAPMAN HILL, CHAPMAN VENDING",3439 DOUGLAS ST,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51104-2645,459991.0,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",2026-03-31T00:00:00.000,
Active,Retail Sales,178024173,,3 T INC,333 LINCOLN AVE,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51503-4555,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2008-04-01T00:00:00.000,
Active,Retail Sales,306001916,306001916,"BUTCH'S PROPANE, LLC",16051 ADDISON RD STE 300,TX,,0.0,0,,ADDISON,75001-3271,,,2022-08-31T00:00:00.000,
Active,Retail Sales,300001034,300000934,"NORTHLAND REFRIGERATION INC, HEADQUARTERS",15637 GRUNWALD AVE NW,MN,,0.0,0,,CLEARWATER,55320-2145,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2024-12-04T00:00:00.000,
Active,Retail Sales,306008326,306008226,"ATEK METAL TECHNOLOGIES LLC, ATEK NEW HAMPTON",2205 RUSTY KENNEDY RD,IA,Chickasaw,19.0,19,1.0,NEW HAMPTON,50659-1100,331523.0,Nonferrous Metal Die-Casting Foundries,2024-05-08T00:00:00.000,
Active,Retail Sales,125006806,,"LACY,BOB & JEAN; BOBS AUTO PARTS/LACY REPAIR",419 GRANT,IA,Dallas,25.0,25,14.0,VAN METER,50261-0000,4413.0,"Automotive Parts, Accessories, and Tire Retailers",1978-08-01T00:00:00.000,
Active,Retail Sales,300408322,300408322,"WALKER HARDSCAPING AND DESIGNS LLC; ECHEVERRIA, JUAN",1421 DIXON ST,IA,Polk,77.0,77,1.0,DES MOINES,50316-2625,561730.0,Landscaping Services,2023-10-01T00:00:00.000,
Inactive,Retail Sales,303105529,303105429,"FOLLETT PRODUCTS, LLC; HEADQUARTERS",801 CHURCH LN,PA,,0.0,0,,EASTON,18040-6637,339999.0,All Other Miscellaneous Manufacturing,2024-06-01T00:00:00.000,2025-06-30T00:00:00.000
Inactive,Consumer Use,977009661,977009661,"TRUELSEN BLUMENTHAL LLC, SOIL TEK",1850 SE DESTINATION DR STE C,IA,Polk,77.0,77,8.0,GRIMES,50111-6626,238990.0,All Other Specialty Trade Contractors,2018-10-01T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,157057454,262,"BOUNDLESS OPERATIONS LLC, SCOOTERS COFFEE",690 MARION BLVD,IA,Linn,0.0,57,2.0,MARION,52302-3124,7225.0,Restaurants and Other Eating Places,2016-05-23T00:00:00.000,
Active,Retail Sales,131025047,,JAY THIER PAINTING LLC,825 4TH AVENUE SE,IA,Dubuque,31.0,31,3.0,DYERSVILLE,52040-0000,238320.0,Painting and Wall Covering Contractors,2011-06-01T00:00:00.000,
Active,Retail Sales,124007447,,"ELMER SALAZAR, ELMER SALAZAR LLC, SALAZER COMP",424 N 15TH ST,IA,Crawford,24.0,24,1.0,DENISON,51442-1443,5617.0,Services to Buildings and Dwellings,2015-02-05T00:00:00.000,
Inactive,Retail Sales,182045951,,"BRINKLEY, JASON A; BROTHERS BBQ LLC",2527 W 18TH ST,IA,Scott,82.0,82,1.0,DAVENPORT,52804-3318,7223.0,Special Food Services,2018-09-06T00:00:00.000,2020-12-31T00:00:00.000
Active,Retail Sales,110008030,,"TAYLOR, CRYSTAL M; SISTERS ONLINE SALES SOS",704 8TH ST SW,IA,Buchanan,10.0,10,1.0,INDEPENDENCE,50644-2449,4539.0,Other Miscellaneous Store Retailers,2015-03-01T00:00:00.000,
Active,Retail Sales,173006733,,SORENSEN AUTO PLAZA INC,1100 W SHERIDAN AVE,IA,Page,73.0,73,2.0,SHENANDOAH,51601-1552,8111.0,Automotive Repair and Maintenance,1989-01-01T00:00:00.000,
Inactive,Retail Sales,177121515,,BLUE WATER BACK FLOW DEVICE,2420 40TH ST,IA,Polk,77.0,77,1.0,DES MOINES,50310-3944,5417.0,Scientific Research and Development Services,2013-05-03T00:00:00.000,2025-01-31T00:00:00.000
Inactive,Retail Sales,199007866,,"GRANNY'S MIXING BOWL LLC, GRANNY'S IOWA MARKET",202 N MAIN ST,IA,Wright,99.0,99,1.0,CLARION,50525-1440,4452.0,Specialty Food Retailers,2019-11-08T00:00:00.000,2024-10-25T00:00:00.000
Inactive,Remote Sales,600514849,600514849,"VEIT, JOANNA",3502 S KILKENNY DR,IL,,0.0,0,,CRYSTAL LAKE,60014-4714,,,2009-01-27T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,152025495,,"PENINSABLES LLC, PENINSABLES",2280 WILLENBROCKE CR,IA,Johnson,52.0,52,1.0,IOWA CITY,52245-0000,4451.0,Grocery and Convenience Retailers,2017-08-01T00:00:00.000,2019-02-28T00:00:00.000
Inactive,Retail Sales,304803125,304803025,"PC MATIC INC, PC MATIC",2515 W 22ND ST,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51103-2361,,,2024-10-09T00:00:00.000,2024-11-18T00:00:00.000
Inactive,Retail Sales,823146,S00141925,1ST POSITION APPAREL LLC,108 S CHEROKEE AVE,OK,,0.0,0,,CLAREMORE,74017-8042,4481.0,Clothing Stores,2019-11-23T00:00:00.000,2019-12-31T00:00:00.000
Active,Retail Sales,307204422,307204322,"SUMMIT PROFESSIONAL EDUCATION LLC, SUMMIT PROFESSIONAL EDUCATION, TN",725 COOL SPRINGS BLVD STE 600,TN,,0.0,0,,FRANKLIN,37067-2018,611430.0,Professional and Management Development Training,2020-04-01T00:00:00.000,
Inactive,Remote Sales,200184412,200184412,TREETOP PRODUCTS INC,3600 MANSELL RD STE 125,GA,,0.0,0,,ALPHARETTA,30022-3081,4239.0,Miscellaneous Durable Goods Merchant Wholesalers,2020-06-01T00:00:00.000,2023-07-31T00:00:00.000
Inactive,Retail Sales,647515474,,"TODD, STEVE; TODD,STEVE",1571 640 ST,IA,,18.0,18,,HOLSTEIN,51025-0000,,,2009-05-05T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,157016047,3963,KOCH BROTHERS INC,228 NORTHLAND CT NE,IA,Linn,77.0,57,1.0,CEDAR RAPIDS,52402-6226,4539.0,Other Miscellaneous Store Retailers,1965-10-01T00:00:00.000,2024-02-01T00:00:00.000
Inactive,Retail Sales,129015326,,"ARNOLD, JENNIFER L; ARNOLD HOUSE THE",807 HASKELL ST,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-3034,4539.0,Other Miscellaneous Store Retailers,2019-06-24T00:00:00.000,2020-11-24T00:00:00.000
Active,Retail Sales,177131984,,DREAM APPAREL & ELECTRONIS LLC,1201 E MADISON AVE,IA,Polk,77.0,77,1.0,DES MOINES,50313-3819,4481.0,Clothing Stores,2020-09-01T00:00:00.000,
Active,Retail Sales,104007717,,"DAVIS, JON K; DAVIS LAWN CARE",14212 HIGHWAY J46,IA,Appanoose,4.0,4,7.0,NUMA,52544-8778,561730.0,Landscaping Services,2017-05-01T00:00:00.000,
Active,Retail Sales,128006473,,"CHRISTNER, CHRISTIAN L; C&M GREENHOUSE",2567 220TH AVE,IA,Delaware,28.0,28,7.0,DELHI,52223-8500,4442.0,Lawn and Garden Equipment and Supplies Retailers,2014-04-01T00:00:00.000,
Active,Retail Sales,197031821,,STOKES ELECTRIC INC,103 8TH ST,IA,Woodbury,97.0,97,6.0,SERGEANT BLUFF,51054-0000,238210.0,Electrical Contractors and Other Wiring Installation Contractors,1998-07-01T00:00:00.000,
Active,Retail Sales,305700210,177132314,"URBANDALE S LLC, RAMSEY MAZDA",9627 HICKMAN RD,IA,Polk,77.0,77,3.0,URBANDALE,50322-5317,4411.0,Automobile Dealers,2022-07-20T00:00:00.000,
Inactive,Retail Sales,100016013,,OPTIMALIFE LLC,1015 W INDIANTOWN RD STE 202,FL,,0.0,0,,JUPITER,33458-6839,441330.0,Automotive Parts and Accessories Retailers,2021-11-01T00:00:00.000,2022-11-30T00:00:00.000
Inactive,Consumer Use,968000182,968000182,ALBIA GOOD DOG LLC,115 WASHINGTON AVE E,IA,Monroe,68.0,68,1.0,ALBIA,52531-2026,8129.0,Other Personal Services,2018-01-01T00:00:00.000,2021-03-31T00:00:00.000
Active,Retail Sales,304103612,304103512,"CMKD INVESTORS LLC - SERIES C1 PS, SPEEDY MIKE'S CAR WASH",930 LIBERTY WAY,IA,Johnson,0.0,52,8.0,NORTH LIBERTY,52317-0000,811192.0,Car Washes,2021-12-02T00:00:00.000,
Active,Retail Sales,307808924,307808824,"FLOSSIFI LLC; CHERNEY, PATRICIA A",4420 N 17TH ST,IA,Pottawattamie,78.0,78,3.0,CARTER LAKE,51510-1145,459999.0,All Other Miscellaneous Retailers,2025-08-20T00:00:00.000,
Active,Retail Sales,177132858,,ROMNEY KELIS COLLECTION LLC,1227 HIGHVIEW DR,IA,Polk,77.0,77,1.0,DES MOINES,50315-5040,4539.0,Other Miscellaneous Store Retailers,2021-05-01T00:00:00.000,
Inactive,Retail Sales,823625,S00147668,V TEX INC,1027 BUSCH PKWY,IL,,0.0,0,,BUFFALO GROVE,60089-4504,4481.0,Clothing Stores,2020-01-01T00:00:00.000,2025-07-31T00:00:00.000
Active,Consumer Use,929000796,929000796,"GREG MILLER LLC, LPL FINANCIAL SERVICES",105 VALLEY ST,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-5510,5239.0,Other Financial Investment Activities,2004-03-10T00:00:00.000,
Active,Retail Sales,309901210,309901210,"HOO-DOO DAYS CELEBRATION, INC.",PO BOX 35 104 3RD ST # 7,IA,Pottawattamie,78.0,78,6.0,NEOLA,51559-0035,713990.0,All Other Amusement and Recreation Industries,2023-09-01T00:00:00.000,
Active,Retail Sales,309106614,309106514,"HBF LLC, MILLER NURSERY",5155 NW 57TH AVE,IA,Polk,77.0,77,16.0,JOHNSTON,50131-1402,111421.0,Nursery and Tree Production,2023-07-01T00:00:00.000,
Inactive,Remote Sales,200183625,200183625,"FIRENZA BEADS & SILVER; SHANK, THOMAS",211 W VANANDA AVE,AZ,,0.0,0,,AJO,85321-2745,,,2019-08-30T00:00:00.000,2020-09-30T00:00:00.000
Active,Retail Sales,S00075220,S00075220,KOORSEN FACILITIES MANAGEMENT,6121 E 30TH ST,IN,,0.0,0,,INDIANAPOLIS,46219-1002,238990.0,All Other Specialty Trade Contractors,2017-04-05T00:00:00.000,
Active,Retail Sales,818863,S00105149,ONECHEAPSTORE,1856 JACKIE LORRAINE DR,TN,,0.0,0,,CLARKSVILLE,37042-9544,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-02-12T00:00:00.000,
Active,Remote Sales,200125626,200125626,"A-1 WINDOW CLEANING; MORRELL, DALE M JR",PO BOX 641604,NE,,0.0,0,,OMAHA,68164-7604,,,1985-07-01T00:00:00.000,
